Parcel ID (TMK),Petition Number,Site Address
850340030000,A20040024,PILIUKA PL
850340040000,A294000518,PILIUKA PL
850340050000,AV0800003,85-345  WAIANAE VALLEY RD
850340060000,A294000519,PILIUKA PL
850340070000,A295000536,PILIUKA PL
850340080000,A294000524,PILIUKA PL
850340090000,A10040588,PILIUKA PL
850340100000,A294000523,PILIUKA PL
850340110000,A294000521,85-552  PILIUKA PL
850340120000,A294000516,PILIUKA PL
850340140000,A293000513,PILIUKA PL
850340150000,A294000517,PILIUKA PL
850340160000,A294000585,PILIUKA PL
850340170000,A293000511,85-680  PILIUKA PL
860030050000,A10050289,86-509  HALONA RD
860030070000,A10040993,86-583  HALONA RD
860030190000,A10040321,86-280  KUWALE RD
860030200000,A10120080,86-809  PUUHULU RD
860030210000,A10090312,86-310  KUWALE RD
860030290000,A10040328,86-256  KUWALE RD
860030550000,A10110014,86-310 C KUWALE RD
860040010000,A10040920,86-236  KUWALE RD
860050010000,A20040133,86-854  LUALUALEI HMSTD RD
860050020000,A10040636,86-824  LUALUALEI HMSTD RD
860050030000,A05100002,86-446  KUWALE RD
860050080000,A05090324,86-344  KUWALE RD
860050090000,A20040132,86-842  LUALUALEI HMSTD RD
860060030000,A10040159,86-418  PUHAWAI RD
860060040000,A10070096,86-408  PUHAWAI RD
860060070000,A10070268,86-401  KUWALE RD
860060080000,A10040466,86-445  KUWALE RD
860060090000,A10050357,86-412  PUHAWAI RD
860070010000,A10040595,86-339  KUWALE RD
860070070000,A10070058,86-325  KUWALE RD
860070320000,A10040115,86-355  KUWALE RD
860070400000,A20040627,86-603  PUUHULU RD
860070410000,A296000553,86-615  PUUHULU RD
860070450000,A10040116,KUWALE RD
860070470000,A10080020,86-324  PUHAWAI RD
860070470000,A10080021,86-324  PUHAWAI RD
860080030000,A296000561,86-152  PUHAWAI RD
860080050000,A20040785,86-215  KUWALE RD
860080060000,A10070019,86-247  KUWALE RD
860080070000,A20040118,86-253  KUWALE RD
860080080000,A10080070,86-730  PUUHULU RD
860080230000,A10090023,86-620  PUUHULU RD
860080280000,A20040784,86-231  KUWALE RD
860090040000,A10040168,86-118  PUHAWAI RD
860090060000,A10090007,86-151  KUWALE RD
860090070000,A10050067,86-115 A KUWALE RD
860090140000,A20040053,86-659  PAHEEHEE RD
860090150000,A10060030,86-116 A PUHAWAI RD
860090170000,A10090329,86-116  PUHAWAI RD
860100060000,A10070049A,86-550  HALONA RD
860100060000,A10070049B,86-550  HALONA RD
860100060000,A10070049C,86-550  HALONA RD
860100110000,A10040009,86-504  HALONA RD
860100160000,A296000546,86-524 C HALONA RD
860100170000,A10040324,86-535  PUUHULU RD
860100410000,A10050101,86-459  PUUHULU RD
860100430000,A10050102,86-361  OHEMAUKA PL
860110010000,A10040114,86-436  HALONA RD
860110050000,A10040770,86-420  HALONA RD
860110070000,A10070042,86-404  HALONA RD
860110110000,A10040117,86-440  HALONA RD
860110150000,A10040775,PUUHULU ROAD
860110160000,A10040097,PUUHULU ROAD
860120010000,A05110107,HALONA RD
860120040000,A10040741,86-347  HALONA RD
860120110000,A10040124,86-402  LUALUALEI HMSTD RD
860120130000,A10040587,86-412  LUALUALEI HMSTD RD
860120190000,A10070017,86-359  HALONA RD
860130030000,A10070089,86-379  LUALUALEI HMSTD  RD
860190020000,A10070151,86-203  PUHAWAI RD
860190220000,A296000552,86-179  PUHAWAI RD
860190330000,A297000569,86-517  PAHEEHEE PL
860190390000,A10110096,86-569  PAHEEHEE RD
860190400000,A05090198,86-217  PUHAWAI RD
860240010000,A10070061,86-223  PUHAWAI RD
860240020000,A10040767,86-233  PUHAWAI RD
860240030000,A10040065,86-243  PUHAWAI RD
860240050000,A10070347,86-469  PAHEEHEE RD
860240080000,A10040771,86-520  PUUHULU RD
860240110000,A10041009,86-530  PUUHULU RD
860240120000,A20040016,86-536  PUUHULU RD
870030050000,A10040017,87-169  PAAKEA RD
870030090000,A10070001,87-230  KULAAUPUNI ST
870030290000,A10040013,87-201  PAAKEA RD
870030580000,A20040034B,87-250  KULAAUPUNI ST
870030680000,A10040023,87-251 A PAAKEA ST ST
870070130000,A10040898,87-228  HAKIMO RD
870100160000,A05090060,87-1245  HAKIMO RD
870100200000,A10040242,KULAWAE ST
870180010000,A10050217,87-827  ILIILI RD
870180020000,A10040071,ILIILI RD
870180040000,A10040994,87-1087  APUUPUU RD
870180060000,A10040003,87-1050  PAPAYA RD
870180090000,A10050373,87-711  KAUKAMA RD
870180090000,A10050374,87-711  KAUKAMA RD
870180120000,A20040648,87-549  KAUKAMA RD
870180130000,A20040123,87-519  KAUKAMA RD
870180140000,A10040479,87-501  KAUKAMA RD
870180160000,A10040325,87-550  KAUKAMA RD
870180220000,A05130078,87-768  KAUKAMA RD
870180230000,A10040110,87-969  PAAKEA RD
870180240000,A10040326,87-911  PAAKEA RD
870180250000,A10040327,87-910  PAPAYA RD
870180320000,A10040329,87-897  APUUPUU RD
870180340000,A10040938,87-902  PAPAYA RD
870180410000,A10060027,87-911  APUUPUU RD
870180510000,A10040330,87-730  KAUKAMA RD
870180550000,A10070385,87-1149  PAAKEA RD
870180580000,A05110040,87-801  ILIILI RD
870180600000,A10040331,87-951  PAAKEA RD
870180610000,A20040332,87-1059  PAPAYA RD
870190070000,A10040333,HAKIMO RD
870190080000,A20040585,87-979  HAKIMO RD
870190090000,A10080072,87-951  HAKIMO RD
870190100000,A10040119,87-929  HAKIMO RD
870190110001,A10040906,87-680  HAKIMO RD
870190190000,A10040778,87-1082  HAKIMO RD
870190240000,A10110108,87-1149  ILIILI RD
870190270000,A10040031,87-1055  ILIILI RD
870190290000,A10040111,87-992 F HAKIMO RD
870190320000,A05090257,87-965  ILIILI RD
870190390000,A10070032,87-881  ILIILI RD
870190420000,A10090311,87-737  ILIILI RD
870190480000,A10040018,87-1360  PAAKEA RD
870190540000,A10040768,87-1501  PAAKEA RD
870190560000,A20040253,87-828  HAKIMO RD
870190590000,A10040625,87-1454  PAAKEA RD
870190760000,A10040334,87-1129  HAKIMO RD
870210010000,A10070084,87-1550  PAAKEA RD
870210020000,A10040921,87-853  HAKIMO RD
870210030000,A10040042,87-835  HAKIMO RD
870210050000,A10040590,87-769  HAKIMO RD
870210060000,A10090256,87-1530  KUUALOHA RD
870210060000,A296000544,87-1530  KUUALOHA RD
870210200000,A10070313,87-1660  ULEHAWA RD
870210210000,A20040574,87-475  HAKIMO RD
870210220000,A05090314,87-1567  ULEHAWA RD
870210340000,A296000570,87-1529  KAPIKI RD
870210400000,A10070354,87-739  HAKIMO RD
870210410000,A10040158,87-759  HAKIMO RD
870210430000,A10070271,87-675  HAKIMO RD
870210450000,A10040591,87-797  HAKIMO RD
870220140000,A10040626A,87-1648  KANAHALE RD
870220160000,A20040477,87-1550  KANAHALE RD
910100020000,A01130101,FORT WEAVER RD
910100020000,A01130101,FORT WEAVER RD
910100100000,A10040102A,FORT WEAVER RD
910100140000,A10040102C,FORT WEAVER RD
910100150000,A10040102D,FORT WEAVER RD
910100160000,A10040102E,EAST-WEST LOCK ACCES
910140420000,A01130087,91-400  MALAKOLE ST
910140420000,A01130088,91-400  MALAKOLE ST
910150050000,A01130086,91-40  FARRINGTON HWY
910150170000,A01130085,91-101  FARRINGTON HWY
910160080000,A01130124,FARRINGTON HWY
910160080000,A01130124,FARRINGTON HWY
910170040000,A01130097,25-1821  FORT WEAVER RD
910170040000,A01130106,25-1821  FORT WEAVER RD
910170590000,A01130100,91-2141  FORT WEAVER RD
910170720000,A01130096,FARRINGTON HWY
910180010000,A01130098,FARRINGTON HWY
910180010000,A01130099,FARRINGTON HWY
910180010000,A01130103,FARRINGTON HWY
910180010000,A01130105,FARRINGTON HWY
910180040000,A01130102,FARRINGTON HWY
910180050000,A01130125,FARRINGTON HWY
910180050000,A01130125,FARRINGTON HWY
910180070000,A01130126,FARRINGTON HWY
910180080000,A01130127,FARRINGTON HWY
920010010000,A10080077,94-520  KUNIA RD
920010020000,A05090072,FARRINGTON HWY
920010050000,A10090052,KUNIA RD RD
920010110000,A10070123,94-880  KUNIA RD
920010110000,A10080001,94-880  KUNIA RD
920020060000,A01130104,KUNIA RD RD
920040020000,A05110092,FARRINGTON HWY
920040030000,A01130026,FARRINGTON HWY
920040060000,A01130028,KUNIA RD
920040070000,A05110091,FARRINGTON HWY
920040080000,A05120138,KUNIA RD
920040090000,A10080078,KUNIA RD
920040100000,A10120127,KUNIA RD
920040110000,A01130027,KUNIA RD
920040120000,A01130029,FARRINGTON HWY
920050010000,AV10090003,92-1745  KUNIA RD
920050040000,AV10120001,KUNIA RD
920050220000,A10110129,92-1700  KUNIA RD
920050220000,AV10090004,92-1700  KUNIA RD
920050230001,A10120200,92-1700  KUNIA RD
920050230007,A10120201,92-1700  KUNIA RD
920050230014,AV10120006,92-1700  KUNIA RD
920430020000,A01130081,FARRINGTON HWY
920430070000,A01130080,FARRINGTON HWY
920450010000,AV0500003,FARRINGTON HWY
920450020000,A01130063,FARRINGTON HWY
920450060000,A01130065,FARRINGTON HWY
920490070000,A01130064,FARRINGTON HWY
920490100000,A01130062,FARRINGTON HWY
920490110000,A01130061,HUNEKAI ST
920500010000,A01130083,FARRINGTON HWY
920500030000,A01130082,FARRINGTON HWY
940020520000,A05120155,94-761  KUPUNA LP
940030010000,A05090074,KUNIA RD
940030020000,A05110142,KUNIA RD
940030030000,A05090075,94-649  LANIKUHANA AVE
940030040000,A05090076,KUNIA RD
940040020000,A05090077,KUNIA RD
940040030000,A05090078,KUNIA RD
940040040000,A05090079,KUNIA RD
940040050000,AV10120004,KUNIA RD
940040070000,A05090080,KUNIA RD
940040080000,A05090081,KUNIA RD
940040090000,A05110093,KUNIA RD
940040100000,A05090082,KUNIA RD
940040110000,A05090083,KUNIA RD
940040120000,A05090084,KUNIA RD
940040180000,A05090085,KUNIA RD
940040190000,A05090086,94-2101  KUNIA RD
940050100000,A10040474,94-424  KAMEHAMEHA HWY
940050520002,A10040073,94-50  KAM HWY
940050520008,A10040998,94-50  KAM HWY
940050690000,A10080012,94-415  MAKAPIPIPI ST
940050900000,A05110143B,94-415  MAKAPIPIPI ST
940050910000,A05110143C,94-415  MAKAPIPIPI ST
940050920000,A05110143D,94-415  MAKAPIPIPI ST
940050950000,A05110181,94-415  MAKAPIPIPI ST
940050960000,A05110143E,94-415  MAKAPIPIPI ST
940050970000,A05110143A,94-415  MAKAPIPIPI ST
940060010000,A01130150,KAMEHAMEHA HWY
940060010000,A01130150,KAMEHAMEHA HWY
940060020000,A01130151,KAMEHAMEHA HWY
940060110000,AV0500015,WAIPIO
940060110000,AV0500015,WAIPIO
940060290000,A01130141,KAMEHAMEHA HWY
940060310000,AV0500016,KAMEHAMEHA HWY
940060370000,AV0500001,96-1088  WAIHONA ST
940060380000,A01130148,KAMEHAMEHA HWY
940060390000,A01130149,KAMEHAMEHA HWY
940060400000,A01130142,MILILANI MEMORIAL PARK
940070440000,A10040261,LUMIPOLU ST
940070440000,A10040261,LUMIPOLU ST
940070450000,A10040262,LUMIPOLU ST
940070450000,A10040262,LUMIPOLU ST
940561090000,A10040263,94-977  LUMIHOAHU ST
940561090000,A10040263,94-977  LUMIHOAHU ST
950010870000,A10040738B,95-30  WAIHONU ST
950020030000,A01130046,KAMEHAMEHA HWY
950030010000,A01130143,KAMEHAMEHA HWY
950030010000,A05090123,KAMEHAMEHA HWY
950030010000,A05110241,KAMEHAMEHA HWY
950030020000,A05090124,KAMEHAMEHA HWY
950030040000,A01130152,KAMEHAMEHA HWY
950030040000,A05090125,KAMEHAMEHA HWY
950030070000,A05090126,KAMEHAMEHA HWY
950030090000,A05090127,KAMEHAMEHA HWY
950030100000,A20040624,95-1800  MEHEULA PKWY
950030110000,A05110242,KAMEHAMEHA HWY
950030110000,A05110243,KAMEHAMEHA HWY
950030110000,A05110244,KAMEHAMEHA HWY
950030110000,A05110245,KAMEHAMEHA HWY
950030140000,A05110247,KAMEHAMEHA HWY
950030140000,A05120197,KAMEHAMEHA HWY
950460100000,AV0500013,KAHELU AVE
950460410000,AV0500014,KAMEHAMEHA HWY
950490310000,AV0500011,MILILANI MAUKA
960020120000,AV10100021,WAIAWA RD
960020220000,A05130220,96-163  WAIAWA RD
960020280000,AV10100020,WAIAWA RD
960020290000,A05130120,WAIAWA RD
960020370000,A05100230,WAIAWA RD
960030030000,A10040059A,WAIAWA RD
960030040000,A10040059B,WAIAWA RD
960030250000,AV10100022,WAIAWA RD
960030260000,A10050346A,96-121  WAIAWA RD
960030270000,A10050346E,96-123  WAIAWA RD
960030280000,A10050346F,96-79  WAIAWA RD
960030290000,A10050346B,WAIAWA RD
960030300000,A10050347A,WAIAWA RD
960030310000,A10050346C,WAIAWA RD
960030320000,A10050346G,WAIAWA RD
960030330000,A10050346D,WAIAWA RD
960030340000,A10050347B,96-55  WAIAWA RD
960030350000,A10050347D,96-39  WAIAWA RD
960030370000,A10050347F,96-23  WAIAWA RD
960040010000,AV0700004,96-90  KAM HWY
960040060000,A10110132,96-136  FARRINGTON HWY
960040210000,A01130153,WAIMANO HOME RD
960040230000,AV10100012,WAIHONA ST
960040240000,A01130122,WAIHONA ST
960040240000,AV0500044,WAIHONA ST
960050010000,AV0700003,94-670  KAM HWY
960050030000,A01130118,94-1340  KA UKA BLVD
960050030000,A01130118,94-1340  KA UKA BLVD
960050030000,A01130119,94-1340  KA UKA BLVD
960050030000,A01130119,94-1340  KA UKA BLVD
960050030000,AV0500045,94-1340  KA UKA BLVD
960050030000,AV0500045,94-1340  KA UKA BLVD
980110140000,A10040093,98-815  KILINOE ST
980160480000,A05130121,98-154  KAM HWY
980160590000,A10070050,KAMEHAMEHA HWY
