Parcel ID (TMK),Petition Number,Site Address,End Year
Parcel ID (TMK),Petition Number,Site Address,End Year
680130660003,A10140080,770 CROZIER DR,2023
680130660004,A10140081,770 CROZIER DR,2023
680130660005,A20040155,770 CROZIER DR,2023
680130660006,A10140526,770 CROZIER DR,2023
710010020000,AV0700040,KAM HWY,2016
710010030000,AV0700031,KAM HWY,2016
710010050000,AV0700032,KAM HWY,2016
710010070000,AV0700041,KAM HWY,2016
710010110077,A10150122,45 KAM HWY,2024
710010120000,AV0700043,KAM HWY,2016
710010230000,AV0700044,WILIKINA DR,2016
710010240000,AV0700045,KAM HWY,2016
710010270000,A10130016,WHITMORE AVE,2022
710010280000,AV0700035,WILIKINA DR,2016
710010290000,AV0700048,WILIKINA DR,2016
710010360000,AV10100029,WILIKINA DR,2019
710010370000,A05110023,WILIKINA DR,2015
710010370000,AV0700039,WILIKINA DR,2016
710010380000,A10130015,700 WHITMORE AVE,2022
710010450000,AV0700047,KAM HWY,2016
710010460000,AV0700042A,KAM HWY,2016
710020040000,A01150313,WHITMORE AVE,2015
710020040000,A01150314,WHITMORE AVE,2015
710020060000,A01150315,912 HANAU ST,2015
710020230000,A01150316,UWALO CIR,2015
710020310000,AV10150004,WHITMORE AVE,2024
710020320000,AV10150005,WHITMORE AVE,2024
710020330000,AV10150006,WHITMORE AVE,2024
710020340000,A05110222,WHITMORE AVE,2015
730070010000,A01150317,152 LAKEVIEW CIR,2015
730180590000,A10120126,61 LAUONE LOOP,2021
750110010000,A10070272,1895 EAMES ST,2016
830010050000,A10150200,202 FARRINGTON HWY,2024
830010060000,A10150201,202 FARRINGTON HWY,2024
830020080000,A10110176,572 FARRINGTON HWY,2020
840220060000,A10110041,1044 KAULAWAHA RD,2020
850030090000,A10140241,WAIANAE VALLEY RD,2023
850030150000,A10070023,580 WAIANAE VALLEY RD,2016
850030180000,A10060014,580 WAIANAE VALLEY RD,2015
850030190000,A10130060,576 WAIANAE VALLEY RD,2022
850030290000,A10140242,WAIANAE VALLEY RD,2023
850030420000,A05140074,576 WAIANAE VALLEY RD,2018
850030430000,A05140246,580 WAIANAE VALLEY RD,2018
Parcel ID (TMK),Petition Number,Site Address,End Year
850040040000,A10100026,1383 WAIANAE VALLEY RD,2019
850040100000,A10070037C,965 WAIANAE VALLEY RD,2016
850040120000,A10140338,1279 WAIANAE VALLEY RD,2023
850040190000,A20040120,1490 WAIANAE VALLEY RD,2023
850040200001,A10140550,1330 WAIANAE VALLEY RD,2023
850040200002,A10140551,1330 WAIANAE VALLEY RD,2023
850040200003,A10140548,1330 WAIANAE VALLEY RD,2023
850040200004,A10140549,1330 WAIANAE VALLEY RD,2023
850040210001,A10140547,1330 WAIANAE VALLEY RD,2023
850040210002,A10140546,1330 WAIANAE VALLEY RD,2023
850040230000,A10142019,1284 WAIANAE VALLEY RD,2023
850040250000,A20040319,1186 WAIANAE VALLEY RD,2023
850040350000,A10070037A,877 WAIANAE VALLEY RD,2016
850040550000,A10140339,1344 WAIANAE VALLEY RD,2023
850040560000,A20040001,1330 WAIANAE VALLEY RD,2023
850040650000,A10070037B,WAIANAE VALLEY RD,2016
850040890000,A10100140,1373 WAIANAE VALLEY RD,2019
850040950000,A10140137,1570 WAIANAE VALLEY RD,2023
850040990000,A10140340,1330 WAIANAE VALLEY RD,2023
850041010000,A10140138,1570 WAIANAE VALLEY RD,2023
850041020000,A10140136,1570 WAIANAE VALLEY RD,2023
850050090000,A01150095,1652 HALEAHI RD,2015
850050330000,A05140145,1636 HALEAHI RD,2018
850190010000,A10060017,443 WAIANAE VALLEY RD,2015
850190040000,A10060018,443 WAIANAE VALLEY RD,2015
850190050000,A10060019,443 WAIANAE VALLEY RD,2015
850190140000,A10140148,485 WAIANAE VALLEY RD,2023
850190160000,A10090195,485 WAIANAE VALLEY RD,2018
850190170000,A20040122,695 WAIANAE VALLEY RD,2023
850190190000,A05140047,775 WAIANAE VALLEY RD,2018
850190200000,A10150155,781 WAIANAE VALLEY RD,2024
850190220000,A10140077,775 WAIANAE VALLEY RD,2023
850190280000,A05140114,779 WAIANAE VALLEY RD,2018
850190380000,A20040488,772 WAIANAE VALLEY RD,2023
850190390000,A05130020,760 WAIANAE VALLEY RD,2017
850190440000,A10140258,620 WAIANAE VALLEY RD,2023
850190450000,A10140495,610 WAIANAE VALLEY RD,2023
850190460000,A10140341,596 WAIANAE VALLEY RD,2023
850190530000,A10150158,538 WAIANAE VALLEY RD,2024
850190540000,A05120023,508 WAIANAE VALLEY RD,2016
850190550000,A10060148A,480 WAIANAE VALLEY RD,2015
850190550000,A10090323,480 WAIANAE VALLEY RD,2018
850190770000,A10140176,443 WAIANAE VALLEY RD,2023
Parcel ID (TMK),Petition Number,Site Address,End Year
850190780000,A05140113,779 WAIANAE VALLEY RD,2018
850190790000,A10060148B,WAIANAE VALLEY RD,2015
850210010000,A10080010,685 WAIANAE VALLEY RD,2017
850210020000,A10080009,621 WAIANAE VALLEY RD,2017
850220070000,A10070004,859 PILIUKA PL,2016
850340030000,A20040024,511 PILIUKA PL,2023
850340040000,A10150243,429 PILIUKA PL,2024
850340050000,AV0800003,345 WAIANAE VALLEY RD,2017
850340070000,A10150062,362 PILIUKA PL,2024
850340080000,A10150227,406 PILIUKA PL,2024
860030050000,A10150156,509 HALONA RD,2024
860030190000,A10140044,280 KUWALE RD,2023
860030200000,A10120080,809 PUUHULU RD,2021
860030210000,A10090312,310 KUWALE RD,2018
860030290000,A10140257,256 KUWALE RD,2023
860030550000,A10110014,310 KUWALE RD,2020
860050010000,A20040133,854 LUALUALEI HMSTD RD,2023
860050020000,A10140496,824 LUALUALEI HMSTD RD,2023
860050030000,A10150024,446 KUWALE RD,2024
860050080000,A05140554,344 KUWALE RD,2018
860050090000,A20040132,842 LUALUALEI HMSTD RD,2023
860060040000,A10070096,408 PUHAWAI RD,2016
860060070000,A10070268,401 KUWALE RD,2016
860060090000,A10150120,412 PUHAWAI RD,2024
860070010000,A10140193,339 KUWALE RD,2023
860070070000,A10070058,325 KUWALE RD,2016
860070320000,A10140555,355 KUWALE RD,2023
860070400000,A20040627,603 PUUHULU RD,2023
860070410000,A296000553,615 PUUHULU RD,2015
860070450000,A10140497,KUWALE RD,2023
860070470000,A10080020,324 PUHAWAI RD,2017
860070470000,A10080021,324 PUHAWAI RD,2017
860080030000,A296000561,152 PUHAWAI RD,2015
860080050000,A20040785,215 KUWALE RD,2023
860080060000,A10070019,247 KUWALE RD,2016
860080070000,A20040118,253 KUWALE RD,2023
860080080000,A10080070,730 PUUHULU RD,2017
860080230000,A10090023,620 PUUHULU RD,2018
860080280000,A20040784,231 KUWALE RD,2023
860090060000,A10090007,151 KUWALE RD,2018
860090070001,A10150054,119 KUWALE RD,2024
860090070001,AV10150003,119 KUWALE RD,2024
860090140000,A20040053,659 PAHEEHEE RD,2023
Parcel ID (TMK),Petition Number,Site Address,End Year
860090150000,A10060030,116 PUHAWAI RD,2015
860090170000,A10090329,116 PUHAWAI RD,2018
860100060000,A10070049A,550 HALONA RD,2016
860100060000,A10070049B,550 HALONA RD,2016
860100060000,A10070049C,550 HALONA RD,2016
860100110000,A10140045,504 HALONA RD,2023
860100160000,A296000546,524 HALONA RD,2015
860100170000,A10140156,535 PUUHULU RD,2023
860100430000,A10150161,361 OHEMAUKA PL,2024
860110070000,A10070042,404 HALONA RD,2016
860110110000,A10140046,440 HALONA RD,2023
860120010000,A05110107,431 HALONA RD,2015
860120040000,A10140160,347 HALONA RD,2023
860120190000,A10070017,359 HALONA RD,2016
860130030000,A10070089,379 LUALUALEI HMSTD,2016
860190020000,A10070151,203 PUHAWAI RD,2016
860190220000,A296000552,179 PUHAWAI RD,2015
860190330000,A297000569,517 PAHEEHEE PL,2016
860190390000,A10110096,569 PAHEEHEE RD,2020
860240010000,A10070061,223 PUHAWAI RD,2016
860240030000,A10150014,243 PUHAWAI RD,2024
860240050000,A10070347,469 PAHEEHEE RD,2016
860240070000,A01150016,449 PUUHULU RD,2015
860240110000,A10140263,530 PUUHULU RD,2023
860240120000,A20040016,536 PUUHULU RD,2023
870030090000,A10070001,230 KULAAUPUNI ST,2016
870030290000,A05140032,201 PAAKEA RD,2018
870030580000,A20040034B,250 KULAAUPUNI ST,2023
870030680000,A05140031,251 PAAKEA ST ST,2018
870100200000,A10140054,KULAWAE ST,2023
870180020000,A10140286,ILIILI RD,2023
870180040000,A10140118,1087 APUUPUU RD,2023
870180060000,A10140009,1050 PAPAYA RD,2023
870180090000,A05150244,711 KAUKAMA RD,2019
870180120000,A20040648,549 KAUKAMA RD,2023
870180130000,A20040123,519 KAUKAMA RD,2023
870180160000,A10140342,550 KAUKAMA RD,2023
870180180000,A01150275,630 KAUKAMA RD,2015
870180220000,A05130078,768 KAUKAMA RD,2017
870180240000,A10140343,911 PAAKEA RD,2023
870180250000,A10140344,910 PAPAYA RD,2023
870180320000,A10140345,897 APUUPUU RD,2023
870180340000,A10140005,902 PAPAYA RD,2023
Parcel ID (TMK),Petition Number,Site Address,End Year
870180410000,A10060027,911 APUUPUU RD,2015
870180510000,A10140346,730 KAUKAMA RD,2023
870180550000,A10070385,1149 PAAKEA RD,2016
870180580000,A05110040,801 ILIILI RD,2015
870180610000,A20040332,1059 PAPAYA RD,2023
870190070000,A05140075,1043 HAKIMO RD,2018
870190080000,A20040585,979 HAKIMO RD,2023
870190090000,A10080072,951 HAKIMO RD,2017
870190100000,A10140056,929 HAKIMO RD,2023
870190110001,A10140499,680 HAKIMO RD,2023
870190240000,A10110108,1149 ILIILI RD,2020
870190270000,A10140248,1055 ILIILI RD,2023
870190290000,A10140500,992 HAKIMO RD,2023
870190390000,A10070032,881 ILIILI RD,2016
870190420000,A10090311,737 ILIILI RD,2018
870190480000,A10140147,1360 PAAKEA RD,2023
870190540000,A05140198,1501 PAAKEA RD,2018
870190560000,A20040253,828 HAKIMO RD,2023
870190590000,A05140149,1454 PAAKEA RD,2018
870210010000,A10070084,1550 PAAKEA RD,2016
870210050000,A10140200,769 HAKIMO RD,2023
870210060000,A10090256,1530 KUUALOHA RD,2018
870210060000,A296000544,1530 KUUALOHA RD,2015
870210080000,A05140262,665 HAKIMO RD,2018
870210200000,A10070313,1660 ULEHAWA RD,2016
870210210000,A20040574,475 HAKIMO RD,2023
870210220000,A05140501,1567 ULEHAWA RD,2018
870210340000,A296000570,1529 KAPIKI RD,2015
870210400000,A10070354,739 HAKIMO RD,2016
870210410000,A10140158,759 HAKIMO RD,2023
870210430000,A10070271,675 HAKIMO RD,2016
870210450000,A10140197,797 HAKIMO RD,2023
870220160000,A20040477,1550 KANAHALE RD,2023
910100020000,A01150140,FORT WEAVER RD,2015
910100020000,A01150140,FORT WEAVER RD,2015
910100100000,A05140253,FORT WEAVER RD,2018
910100140000,A05140254,FORT WEAVER RD,2018
910100150000,A05140255,FORT WEAVER RD,2018
910100160000,A05140256,EAST‐WEST LOCK ACCES,2018
910140420000,A01150124,400 MALAKOLE ST,2015
910140420000,A01150125,400 MALAKOLE ST,2015
910150050000,A01150126,40 FARRINGTON HWY,2015
910150170000,A01150127,101 FARRINGTON HWY,2015
Parcel ID (TMK),Petition Number,Site Address,End Year
910160080000,A01150164,FARRINGTON HWY,2015
910160080000,A01150164,FARRINGTON HWY,2015
910170040000,A01150134,1821 FORT WEAVER RD,2015
910170040000,A01150136,1821 FORT WEAVER RD,2015
910170040000,A01150145,1821 FORT WEAVER RD,2015
910170590000,A01150133,2141 FORT WEAVER RD,2015
910170620000,A10140502,2230 OLD FORT WEAVER RD,2023
910170720000,A01150137,FARRINGTON HWY,2015
910170910000,AV10150018,2002 FORT WEAVER RD,2024
910180010000,A01150138,FARRINGTON HWY,2015
910180010000,A01150139,FARRINGTON HWY,2015
910180010000,A01150141,FARRINGTON HWY,2015
910180010000,A01150144,FARRINGTON HWY,2015
910180040000,A01150142,FARRINGTON HWY,2015
910180050000,A01150162,FARRINGTON HWY,2015
910180050000,A01150162,FARRINGTON HWY,2015
910180070000,A01150163,FARRINGTON HWY,2015
910180080000,A01150165,FARRINGTON HWY,2015
920010010000,A10080077,520 KUNIA RD,2017
920010020000,A05140310,963 KUNIA RD,2018
920010020000,A05140311,963 KUNIA RD,2018
920010050000,A10090052,KUNIA RD,2018
920010110000,A10070123,880 KUNIA RD,2016
920010110000,A10080001,880 KUNIA RD,2017
920020060000,A01150143,KUNIA RD,2015
920040020000,A05110092,FARRINGTON HWY,2015
920040030000,A01150111,FARRINGTON HWY,2015
920040060000,A01150112,880 KUNIA RD,2015
920040070000,A05110091,1011 KUNIA RD,2015
920040080000,A05120138,KUNIA RD,2016
920040090000,A10080078,KUNIA RD,2017
920040100000,A10120127,KUNIA RD,2021
920040110000,A01150113,KUNIA RD,2015
920040120000,A01150114,FARRINGTON HWY,2015
920050010000,AV10090003,1745 KUNIA RD,2018
920050040000,AV10120001,KUNIA RD,2021
920050220000,A10110129,1700 KUNIA RD,2020
920050220000,AV10090004,1700 KUNIA RD,2018
920050230001,A10120200,1700 KUNIA RD,2021
920050230007,A10120201,1700 KUNIA RD,2021
920050230014,AV10120006,1700 KUNIA RD,2021
920190950000,A10140503,2171 KULIHI ST,2023
920430020000,A01150131,FARRINGTON HWY,2015
Parcel ID (TMK),Petition Number,Site Address,End Year
920430070000,A01150132,FARRINGTON HWY,2015
920450060000,A05140315,FARRINGTON HWY,2018
920490100000,A01150198,FARRINGTON HWY,2015
920490110000,A01150199,HUNEKAI ST,2015
920500010000,A01150129,FARRINGTON HWY,2015
920500030000,A01150130,FARRINGTON HWY,2015
920530630000,A10150248,1100 KUNIA RD,2024
940020520000,A05120155,761 KUPUNA LP,2016
940030010000,A05140316,2101 KUNIA RD,2018
940030010000,A05140317,2101 KUNIA RD,2018
940030010000,A05140318,2101 KUNIA RD,2018
940030020000,A05110142,KUNIA RD,2015
940030030000,A05140322,649 LANIKUHANA AVE,2018
940030040000,A05140324,KUNIA RD,2018
940040020000,A05140319,KUNIA RD,2018
940040020000,A05140320,KUNIA RD,2018
940040030000,A05140321,KUNIA RD,2018
940040040000,A05140323,KUNIA RD,2018
940040050000,AV10120004,KUNIA RD,2021
940040070000,A05140325,KUNIA RD,2018
940040080000,A05140326,KUNIA RD,2018
940040090000,A05110093,KUNIA RD,2015
940040100000,A05140327,KUNIA RD,2018
940040110000,A05140328,KUNIA RD,2018
940040120000,A05140329,KUNIA RD,2018
940040180000,A05140330,KUNIA RD,2018
940040190000,A05140331,2101 KUNIA RD,2018
940050100000,A10140205,424 KAMEHAMEHA HWY,2023
940050520002,A10140191,50 KAM HWY,2023
940050520008,A10140218,50 KAM HWY,2023
940050690000,A10080012,415 MAKAPIPIPI ST,2017
940050900000,A05110143B,415 MAKAPIPIPI ST,2015
940050910000,A05110143C,415 MAKAPIPIPI ST,2015
940050920000,A05110143D,415 MAKAPIPIPI ST,2015
940050950000,A05110181,415 MAKAPIPIPI ST,2015
940050960000,A05110143E,415 MAKAPIPIPI ST,2015
940050970000,A05110143A,415 MAKAPIPIPI ST,2015
940060010000,A01150072,KAMEHAMEHA HWY,2015
940060010000,A01150072,KAMEHAMEHA HWY,2015
940060020000,A01150075,KAMEHAMEHA HWY,2015
940060290000,A01150073,KAMEHAMEHA HWY,2015
940060380000,A01150076,KAMEHAMEHA HWY,2015
940060390000,A01150077,KAMEHAMEHA HWY,2015
Parcel ID (TMK),Petition Number,Site Address,End Year
940060400000,A01150080,MILILANI MEMORIAL PARK,2015
950020030000,A01150242,808 KAMEHAMEHA HWY,2015
950020620000,A05140067,1211 KAPANOE ST,2018
950030010000,A01150074,KAMEHAMEHA HWY,2015
950030010000,A01150078,KAMEHAMEHA HWY,2015
950030010000,A05110241,KAMEHAMEHA HWY,2015
950030020000,A01150082,KAMEHAMEHA HWY,2015
950030040000,A01150079,KAMEHAMEHA HWY,2015
950030040000,A01150083,KAMEHAMEHA HWY,2015
950030070000,A01150084,KAMEHAMEHA HWY,2015
950030090000,A01150085,KAMEHAMEHA HWY,2015
950030100000,A01150239,1800 MEHEULA PKWY,2015
950030110000,A05110242,KAMEHAMEHA HWY,2015
950030110000,A05110243,KAMEHAMEHA HWY,2015
950030110000,A05110244,KAMEHAMEHA HWY,2015
950030110000,A05110245,KAMEHAMEHA HWY,2015
950030140000,A05110247,KAMEHAMEHA HWY,2015
950030140000,A05120197,KAMEHAMEHA HWY,2016
960020120000,AV10100021,WAIAWA RD,2019
960020220000,A05130220,163 WAIAWA RD,2017
960020280000,AV10100020,WAIAWA RD,2019
960020290000,A05130120,WAIAWA RD,2017
960020370000,A05150320,WAIAWA RD,2019
960030250000,AV10100022,WAIAWA RD,2019
960030260000,A05150264,121 WAIAWA RD,2019
960030280000,A05150263,79 WAIAWA RD,2019
960030300000,AV10150020,55 WAIAWA RD,2024
960030310000,A05150262,WAIAWA RD,2019
960030320000,A05150261,WAIAWA RD,2019
960030330000,A05150260,WAIAWA RD,2019
960030350000,AV10150021,39 WAIAWA RD,2024
960030370000,A05150259,23 WAIAWA RD,2019
960030380000,A05140522,3 WAIAWA RD,2018
960040010000,AV0700004,90 KAM HWY,2016
960040210000,A01150081,WAIMANO HOME RD,2015
960040230000,AV10100012,WAIHONA ST,2019
960040240000,A01150194,1110 WAIHONA ST,2015
960050010000,AV0700003,670 KAM HWY,2016
960050030000,A01150195,1340 KA UKA BLVD,2015
960050030000,A01150195,1340 KA UKA BLVD,2015
960050030000,A01150196,1340 KA UKA BLVD,2015
960050030000,A01150196,1340 KA UKA BLVD,2015
980160480000,A05130121,154 KAM HWY,2017
Parcel ID (TMK),Petition Number,Site Address,End Year
980160590000,A10070050,KAMEHAMEHA HWY,2016
